ClaimNumber,PolicyNumber, ClaimAmount ,LossDate,ReportDate
C902423,P103443,2342,4/12/2015,7/4/2016
C902424,P106734,6234,5/12/2016,7/4/2016
C902425,P106143,621,6/11/2016,7/4/2016
C902426,P106289,885,6/20/2016,7/4/2016
C902427,P106402,9500,6/13/2016,7/5/2016
C902428,P101252,11845,3/14/2016,7/5/2016
C902429,P100241,1667,2/5/2016,7/6/2016
C902430,P101977,1636,2/27/2015,7/6/2016
C902431,P101803,2526,5/1/2016,7/6/2016
C902432,P106618,4254,3/10/2016,7/6/2016
C902433,P102038,5840,8/15/2015,7/6/2016
C902434,P100367,3496,11/7/2014,7/7/2016
C902435,P104470,460,9/28/2015,7/7/2016
C902436,P106853,797,6/13/2016,7/7/2016
C902437,P104145,3214,1/15/2016,7/7/2016
C902438,P103043,1497,5/30/2016,7/7/2016
C902439,P102022,5039,4/18/2015,7/7/2016
C902440,P102619,3063,2/13/2016,7/7/2016
C902441,P102178,453,5/14/2016,7/7/2016
C902442,P103939,6301,4/15/2015,7/7/2016
C902443,P102330,1417,2/17/2016,7/8/2016
C902444,P103542,542,12/30/2015,7/8/2016
C902445,P102056,7940,5/9/2016,7/8/2016
C902446,P104473,9089,12/13/2015,7/8/2016
C902447,P102780,5831,5/8/2015,7/9/2016
C902448,P102196,1098,3/27/2015,7/9/2016
C902449,P102675,3740,5/26/2016,7/10/2016
C902450,P105659,1408,12/11/2015,7/10/2016
C902451,P101646,721,12/29/2015,7/10/2016
C902452,P100116,7396,9/7/2015,7/10/2016
C902453,P100775,1212,4/24/2015,7/10/2016
C902454,P103941,3839,1/15/2015,7/10/2016
C902455,P106736,532,4/2/2016,7/11/2016
C902456,P102303,500,6/13/2015,7/11/2016
C902457,P100046,2694,5/12/2016,7/11/2016
C902458,P103796,2427,5/19/2015,7/12/2016
C902459,P102654,7446,6/30/2015,7/12/2016
C902460,P105127,462,10/7/2015,7/12/2016
C902461,P101912,4624,3/22/2016,7/12/2016
C902462,P101500,1162,3/22/2015,7/13/2016
C902463,P100902,711,1/27/2015,7/13/2016
C902464,P101414,2110,5/6/2016,7/13/2016
C902465,P106273,11189,1/16/2016,7/13/2016
C902466,P100404,17917,5/9/2016,7/13/2016
C902467,P106370,12260,2/12/2016,7/13/2016
C902468,P103381,2792,2/5/2015,7/14/2016
C902469,P103353,2608,3/26/2016,7/14/2016
C902470,P102053,4084,4/5/2016,7/15/2016
C902471,P102666,3312,12/11/2015,7/15/2016
C902472,P105627,2157,1/4/2016,7/15/2016
C902473,P103936,12253,2/16/2016,7/15/2016
C902474,P106861,8373,3/30/2016,7/15/2016
C902475,P104926,4417,5/10/2015,7/15/2016
C902476,P106269,13748,5/13/2016,7/16/2016
C902477,P100161,3322,3/18/2016,7/16/2016
C902478,P105710,1684,7/9/2016,7/16/2016
C902479,P102402,1668,11/28/2015,7/16/2016
C902480,P100692,7126,5/11/2015,7/17/2016
C902481,P102723,725,9/14/2014,7/17/2016
C902482,P102675,3490,6/23/2015,7/17/2016
C902483,P103962,4939,11/23/2015,7/18/2016
C902484,P107439,186,6/24/2016,7/18/2016
C902485,P102741,2411,12/11/2015,7/18/2016
C902486,P101306,1598,1/10/2016,7/18/2016
C902487,P102780,1890,4/24/2015,7/18/2016
C902488,P104132,3496,1/17/2016,7/18/2016
C902489,P100196,590,9/16/2014,7/18/2016
C902490,P104586,1369,5/26/2016,7/19/2016
C902491,P103155,7989,8/2/2015,7/19/2016
C902492,P103308,6015,7/14/2015,7/19/2016
C902493,P105922,6417,6/26/2016,7/19/2016
C902494,P103370,921,4/4/2015,7/20/2016
C902495,P104870,22908,11/9/2015,7/20/2016
C902496,P106540,8363,2/11/2016,7/20/2016
C902497,P106543,7986,6/25/2016,7/20/2016
C902498,P101282,10022,12/13/2014,7/21/2016
C902499,P104024,3700,7/16/2015,7/21/2016
C902500,P103284,4779,2/24/2016,7/21/2016
C902501,P104369,6960,8/9/2015,7/21/2016
C902502,P102694,6296,6/3/2016,7/21/2016
C902503,P104305,2725,3/11/2015,7/21/2016
C902504,P102833,13155,4/4/2016,7/22/2016
C902505,P106853,1525,5/13/2016,7/22/2016
C902506,P103180,2495,2/22/2016,7/22/2016
C902507,P105839,8072,3/4/2016,7/22/2016
C902508,P105629,3503,12/19/2015,7/22/2016
C902509,P100338,6314,7/12/2016,7/23/2016
C902510,P104737,1986,7/16/2016,7/23/2016
C902511,P102354,5600,1/21/2016,7/23/2016
C902512,P104857,5309,6/10/2015,7/24/2016
C902513,P101841,501,12/14/2015,7/24/2016
C902514,P101321,5679,3/20/2015,7/24/2016
C902515,P101008,1153,5/1/2016,7/24/2016
C902516,P104884,10889,7/22/2016,7/24/2016
C902517,P104298,2474,8/7/2015,7/24/2016
C902518,P102945,2621,8/27/2014,7/24/2016
C902519,P101541,3255,8/30/2015,7/24/2016
C902520,P105386,380,9/15/2015,7/24/2016
C902521,P102209,780,9/17/2015,7/25/2016
C902522,P102203,6600,5/9/2016,7/25/2016
C902523,P101066,6851,2/17/2016,7/25/2016
C902524,P104579,16297,1/27/2016,7/25/2016
C902525,P101178,8237,3/2/2016,7/25/2016
C902526,P103963,444,6/29/2016,7/26/2016
C902527,P100759,3373,2/2/2015,7/26/2016
C902528,P104299,3279,1/12/2016,7/26/2016
C902529,P101416,2823,11/6/2015,7/26/2016
C902530,P104541,2278,2/6/2016,7/26/2016
C902531,P106234,3753,5/24/2016,7/27/2016
C902532,P106082,2211,5/1/2016,7/27/2016
C902533,P107503,4948,7/5/2016,7/27/2016
C902534,P100210,3343,4/16/2016,7/28/2016
C902535,P106101,1374,6/27/2016,7/28/2016
C902536,P105114,5419,9/20/2015,7/28/2016
C902537,P103048,211,1/14/2016,7/28/2016
C902538,P107249,10836,6/13/2016,7/28/2016
C902539,P101928,912,3/29/2015,7/29/2016
C902540,P102747,2481,6/30/2016,7/29/2016
C902541,P104052,397,7/19/2015,7/29/2016
C902542,P104263,1124,12/17/2015,7/30/2016
C902543,P103118,2337,5/31/2015,7/30/2016
C902544,P100012,5616,3/1/2016,7/30/2016
C902545,P103612,23655,1/12/2016,7/31/2016
C902546,P105326,5950,6/23/2016,7/31/2016
C902547,P103151,2803,5/29/2016,8/1/2016
C902548,P103810,580,8/8/2015,8/1/2016
C902549,P103627,8122,6/19/2015,8/1/2016
C902550,P102064,775,11/25/2015,8/1/2016
C902551,P105470,18429,6/10/2016,8/1/2016
C902552,P101526,8117,1/6/2015,8/1/2016
C902553,P104267,9319,6/4/2016,8/1/2016
C902554,P104621,8114,1/12/2016,8/2/2016
C902555,P104738,1878,1/15/2015,8/3/2016
C902556,P103716,107,8/1/2016,8/3/2016
C902557,P103205,12379,8/4/2015,8/3/2016
C902558,P102407,11486,9/16/2015,8/3/2016
C902559,P101206,6101,4/10/2016,8/4/2016
C902560,P104127,4349,5/1/2015,8/4/2016
C902561,P104562,37,3/26/2016,8/4/2016
C902562,P102623,846,8/11/2015,8/4/2016
C902563,P102871,4632,1/11/2016,8/4/2016
C902564,P107300,1644,7/8/2016,8/4/2016
C902565,P103498,5128,8/1/2016,8/4/2016
C902566,P106240,2016,3/19/2016,8/4/2016
C902567,P106782,5218,3/14/2016,8/4/2016
C902568,P101258,4105,5/21/2015,8/4/2016
C902569,P101761,2343,12/15/2015,8/4/2016
C902570,P102534,3164,3/7/2016,8/5/2016
C902571,P101855,16534,12/8/2015,8/5/2016
C902572,P103689,250,9/30/2015,8/5/2016
C902573,P101726,10819,1/26/2016,8/5/2016
C902574,P106075,184,6/15/2016,8/5/2016
C902575,P100766,6017,12/10/2015,8/6/2016
C902576,P102986,2126,3/30/2016,8/6/2016
C902577,P105770,23068,5/24/2016,8/6/2016
C902578,P105466,8220,8/28/2015,8/6/2016
C902579,P100981,11578,10/8/2014,8/6/2016
C902580,P100867,3780,6/27/2016,8/7/2016
C902581,P106264,14336,8/5/2016,8/7/2016
C902582,P106192,2742,7/22/2016,8/7/2016
C902583,P106255,14195,1/11/2016,8/7/2016
C902584,P100006,957,4/27/2016,8/7/2016
C902585,P105410,767,1/3/2016,8/7/2016
C902586,P104704,5543,4/6/2016,8/8/2016
C902587,P101416,4131,5/13/2016,8/8/2016
C902588,P100847,4251,7/13/2016,8/8/2016
C902589,P101900,4612,11/16/2015,8/8/2016
C902590,P103090,1625,4/20/2016,8/8/2016
C902591,P104579,20336,3/6/2016,8/8/2016
C902592,P100323,7307,11/5/2015,8/9/2016
C902593,P100583,7161,1/18/2016,8/9/2016
C902594,P103855,6495,5/27/2016,8/9/2016
C902595,P101732,9216,10/26/2015,8/9/2016
C902596,P103471,326,5/9/2016,8/9/2016
C902597,P101378,9,12/4/2015,8/9/2016
C902598,P107247,5499,5/28/2016,8/9/2016
C902599,P104532,23026,2/10/2015,8/10/2016
C902600,P100713,3381,8/26/2015,8/10/2016
C902601,P103603,3548,6/17/2016,8/10/2016
C902602,P103725,3285,2/2/2015,8/10/2016
C902603,P100061,2302,12/11/2014,8/11/2016
C902604,P103031,2180,3/14/2016,8/11/2016
C902605,P101232,1710,2/8/2016,8/11/2016
C902606,P103497,4260,4/22/2015,8/11/2016
C902607,P101213,14157,12/20/2015,8/11/2016
C902608,P106938,1368,5/24/2016,8/12/2016
C902609,P101898,6317,10/14/2015,8/12/2016
C902610,P100626,2622,4/10/2016,8/12/2016
C902611,P101952,375,8/31/2014,8/13/2016
C902612,P102591,3289,4/24/2016,8/13/2016
C902613,P105469,1211,8/8/2016,8/13/2016
C902614,P105055,6380,11/17/2015,8/13/2016
C902615,P105994,441,1/7/2016,8/13/2016
C902616,P107039,4408,7/10/2016,8/14/2016
C902617,P106900,641,4/3/2016,8/14/2016
C902618,P104178,14433,10/14/2015,8/14/2016
C902619,P104604,182,2/6/2016,8/14/2016
C902620,P103211,21427,4/21/2015,8/14/2016
C902621,P105765,2286,8/26/2015,8/15/2016
C902622,P100634,4269,8/14/2016,8/15/2016
C902623,P100876,3118,6/6/2015,8/15/2016
C902624,P102228,4798,7/30/2014,8/15/2016
C902625,P106471,1236,8/10/2016,8/16/2016
C902626,P101041,2042,8/12/2016,8/16/2016
C902627,P105014,6729,7/13/2016,8/16/2016
C902628,P102419,978,6/27/2015,8/16/2016
C902629,P102755,5792,5/10/2016,8/17/2016
C902630,P105750,8024,9/5/2015,8/17/2016
C902631,P105759,2163,11/4/2015,8/17/2016
C902632,P104243,354,5/1/2016,8/17/2016
C902633,P105715,5104,2/2/2016,8/18/2016
C902634,P104072,13053,7/6/2015,8/18/2016
C902635,P105889,1287,11/24/2015,8/18/2016
C902636,P105619,3048,8/1/2016,8/18/2016
C902637,P101947,15054,3/31/2016,8/18/2016
C902638,P103438,883,11/10/2015,8/19/2016
C902639,P106965,10231,4/11/2016,8/19/2016
C902640,P101040,156,7/2/2016,8/19/2016
C902641,P104666,6956,2/18/2016,8/20/2016
C902642,P104947,7263,7/27/2016,8/20/2016
C902643,P100739,1936,1/18/2015,8/20/2016
C902644,P102875,909,3/15/2016,8/20/2016
C902645,P103726,5724,3/7/2016,8/20/2016
C902646,P104352,6228,4/24/2016,8/20/2016
C902647,P105553,9232,12/7/2015,8/20/2016
C902648,P106460,4444,6/6/2016,8/20/2016
C902649,P100742,1370,1/25/2016,8/20/2016
C902650,P102952,4993,6/4/2015,8/21/2016
C902651,P105711,2580,3/29/2016,8/21/2016
C902652,P101443,1270,11/27/2015,8/21/2016
C902653,P101770,1680,2/23/2015,8/21/2016
C902654,P103759,4078,3/12/2016,8/21/2016
C902655,P100423,1691,2/26/2016,8/22/2016
C902656,P103741,14232,6/2/2015,8/22/2016
C902657,P101917,3739,11/22/2015,8/22/2016
C902658,P106197,6179,12/4/2015,8/22/2016
C902659,P105232,6351,8/11/2015,8/23/2016
C902660,P102261,2538,11/29/2014,8/23/2016
C902661,P104010,13101,2/17/2015,8/23/2016
C902662,P103173,710,8/23/2016,8/23/2016
C902663,P100887,17696,3/23/2014,8/23/2016
C902664,P100893,4385,8/5/2016,8/23/2016
C902665,P102174,2122,5/3/2015,8/23/2016
C902666,P102513,6581,7/14/2015,8/23/2016
C902667,P104162,1202,5/19/2016,8/23/2016
C902668,P105662,19155,7/13/2016,8/24/2016
C902669,P103414,9327,7/15/2016,8/24/2016
C902670,P104550,4022,7/25/2016,8/24/2016
C902671,P105184,6259,3/28/2016,8/24/2016
C902672,P101156,345,4/24/2015,8/24/2016
C902673,P104733,95,6/29/2015,8/24/2016
C902674,P106297,685,6/3/2016,8/24/2016
C902675,P102467,13239,4/20/2016,8/25/2016
C902676,P106236,5437,2/24/2016,8/25/2016
C902677,P103127,18678,6/11/2016,8/25/2016
C902678,P100406,3952,12/25/2015,8/25/2016
C902679,P107811,5983,8/24/2016,8/25/2016
C902680,P104083,3127,5/10/2016,8/26/2016
C902681,P105267,3873,1/2/2016,8/26/2016
C902682,P103663,7081,8/1/2016,8/26/2016
C902683,P102241,7281,10/5/2015,8/27/2016
C902684,P102584,11121,4/12/2016,8/27/2016
C902685,P106562,1091,1/9/2016,8/27/2016
C902686,P104404,3090,12/19/2015,8/27/2016
C902687,P101020,5112,3/28/2015,8/27/2016
C902688,P103754,2534,5/12/2015,8/27/2016
C902689,P107648,2387,7/12/2016,8/28/2016
C902690,P100369,5229,4/30/2015,8/28/2016
C902691,P102146,24679,3/13/2016,8/28/2016
C902692,P107691,6814,8/18/2016,8/28/2016
C902693,P100585,14180,1/25/2016,8/29/2016
C902694,P101215,11677,2/11/2016,8/29/2016
C902695,P105357,2470,6/21/2016,8/29/2016
C902696,P100444,6518,11/25/2015,8/29/2016
C902697,P101030,10302,7/14/2015,8/30/2016
C902698,P105804,7752,5/5/2016,8/30/2016
C902699,P104528,22768,1/13/2015,8/30/2016
C902700,P106738,6575,8/11/2016,8/30/2016
C902701,P105344,734,4/14/2016,8/31/2016
C902702,P105145,3731,10/15/2015,8/31/2016
C902703,P100466,11004,7/13/2016,8/31/2016
C902704,P107350,553,7/31/2016,9/1/2016
C902705,P104087,1561,6/18/2016,9/1/2016
C902706,P101008,2371,2/14/2016,9/1/2016
C902707,P101004,7526,12/7/2014,9/1/2016
C902708,P106110,2890,8/6/2016,9/1/2016
C902709,P107409,7840,7/13/2016,9/1/2016
C902710,P103429,2004,10/18/2015,9/1/2016
C902711,P102535,2285,9/13/2015,9/1/2016
C902712,P105934,1079,8/27/2015,9/2/2016
C902713,P104900,1325,5/6/2016,9/2/2016
C902714,P101762,2260,3/19/2016,9/2/2016
C902715,P104389,5496,3/29/2016,9/2/2016
C902716,P100161,2484,8/20/2015,9/2/2016
C902717,P103843,9192,8/7/2016,9/2/2016
C902718,P106512,4768,6/23/2016,9/2/2016
C902719,P102909,1289,4/8/2016,9/2/2016
C902720,P106641,525,4/4/2016,9/2/2016
C902721,P100562,3541,4/16/2015,9/3/2016
C902722,P100317,26176,2/19/2016,9/3/2016
C902723,P100946,587,5/22/2016,9/3/2016
C902724,P102883,5430,10/22/2014,9/4/2016
C902725,P105455,18869,7/27/2015,9/4/2016
C902726,P104952,2746,2/7/2016,9/4/2016
C902727,P102049,1642,8/28/2016,9/4/2016
C902728,P105847,2165,8/16/2015,9/4/2016
C902729,P106384,6876,5/7/2016,9/4/2016
C902730,P103592,48,9/8/2015,9/4/2016
C902731,P103496,2674,9/20/2015,9/5/2016
C902732,P106940,4578,7/23/2016,9/6/2016
C902733,P106366,11427,8/13/2016,9/6/2016
C902734,P103219,4619,8/4/2016,9/6/2016
C902735,P103758,978,7/8/2016,9/6/2016
C902736,P106030,4072,1/6/2016,9/7/2016
C902737,P102170,969,8/18/2014,9/7/2016
C902738,P100791,7425,9/7/2015,9/7/2016
C902739,P104668,6859,6/25/2015,9/7/2016
C902740,P105810,3966,12/13/2015,9/7/2016
C902741,P103785,5949,7/20/2016,9/8/2016
C902742,P106790,3423,6/3/2016,9/8/2016
C902743,P102992,1950,4/21/2016,9/8/2016
C902744,P103229,1925,8/6/2015,9/8/2016
C902745,P102351,339,8/18/2016,9/8/2016
C902746,P103931,5134,4/25/2015,9/8/2016
C902747,P102688,441,6/3/2016,9/8/2016
C902748,P105426,288,10/26/2015,9/8/2016
C902749,P102891,12215,7/24/2015,9/8/2016
C902750,P105862,4310,9/10/2015,9/9/2016
C902751,P103099,2101,4/26/2016,9/9/2016
C902752,P105989,4753,9/21/2015,9/9/2016
C902753,P102938,2464,1/14/2016,9/9/2016
C902754,P106727,3835,7/30/2016,9/9/2016
C902755,P101144,9386,4/7/2016,9/9/2016
C902756,P106833,7608,7/9/2016,9/9/2016
C902757,P106231,9361,6/19/2016,9/10/2016
C902758,P102024,6448,8/24/2016,9/10/2016
C902759,P104419,4682,7/20/2016,9/10/2016
C902760,P105471,17538,3/29/2016,9/10/2016
C902761,P107403,7749,7/25/2016,9/11/2016
C902762,P104344,6839,8/22/2015,9/12/2016
C902763,P106524,4080,5/8/2016,9/12/2016
C902764,P102098,8702,3/5/2016,9/12/2016
C902765,P100132,1874,7/25/2015,9/12/2016
C902766,P101387,5486,11/25/2015,9/12/2016
C902767,P106593,6477,5/22/2016,9/12/2016
C902768,P107999,1670,8/30/2016,9/13/2016
C902769,P102508,83,10/25/2015,9/13/2016
C902770,P104809,3707,10/23/2015,9/13/2016
C902771,P104902,1305,1/19/2015,9/13/2016
C902772,P103322,23655,4/3/2016,9/14/2016
C902773,P103292,3212,6/7/2016,9/14/2016
C902774,P102833,8700,6/20/2015,9/14/2016
C902775,P103591,2340,4/29/2016,9/15/2016
C902776,P104822,9096,5/29/2015,9/15/2016
C902777,P106118,438,11/1/2015,9/15/2016
C902778,P102111,211,12/27/2015,9/15/2016
C902779,P101839,8921,7/20/2015,9/15/2016
C902780,P106214,2727,5/4/2016,9/15/2016
C902781,P100167,196,3/11/2015,9/15/2016
C902782,P105138,1255,1/1/2016,9/16/2016
C902783,P100976,2440,10/5/2015,9/16/2016
C902784,P106748,3904,2/24/2016,9/16/2016
C902785,P101532,6545,2/13/2016,9/16/2016
C902786,P104147,2638,3/29/2015,9/16/2016
C902787,P102643,1448,9/17/2015,9/17/2016
C902788,P104139,12893,10/15/2015,9/17/2016
C902789,P103505,1436,10/3/2015,9/17/2016
C902790,P101248,3774,3/27/2015,9/17/2016
C902791,P102015,4205,5/1/2016,9/17/2016
C902792,P104070,1158,8/24/2016,9/17/2016
C902793,P101871,1341,7/26/2016,9/18/2016
C902794,P102052,1612,12/25/2015,9/18/2016
C902795,P100353,52,9/3/2014,9/18/2016
C902796,P102212,55,7/25/2015,9/18/2016
C902797,P102895,12084,5/5/2016,9/18/2016
C902798,P107230,1475,9/4/2016,9/18/2016
C902799,P102624,1334,2/4/2016,9/18/2016
C902800,P104930,7880,1/6/2016,9/19/2016
C902801,P100305,1874,9/8/2016,9/19/2016
C902802,P102081,2778,1/9/2015,9/19/2016
C902803,P101922,801,2/28/2016,9/19/2016
C902804,P103150,3239,11/24/2014,9/19/2016
C902805,P101492,4118,1/15/2015,9/19/2016
C902806,P102654,15052,3/20/2016,9/20/2016
C902807,P104797,2559,6/15/2016,9/20/2016
C902808,P101496,4383,9/6/2014,9/20/2016
C902809,P103612,8819,7/28/2016,9/20/2016
C902810,P100646,2471,3/28/2015,9/20/2016
C902811,P103988,6053,5/10/2016,9/21/2016
C902812,P104262,2321,5/8/2015,9/21/2016
C902813,P100685,64,7/14/2015,9/21/2016
C902814,P105213,14298,4/1/2016,9/21/2016
C902815,P102559,537,9/21/2015,9/22/2016
C902816,P101534,738,4/1/2015,9/22/2016
C902817,P106395,3915,12/18/2015,9/22/2016
C902818,P104247,23737,7/6/2016,9/22/2016
C902819,P104232,7065,7/1/2016,9/22/2016
C902820,P104967,523,6/7/2016,9/22/2016
C902821,P102000,1691,11/22/2015,9/22/2016
C902822,P102354,1526,11/7/2014,9/23/2016
C902823,P100994,591,8/26/2016,9/23/2016
C902824,P107858,3587,9/5/2016,9/23/2016
C902825,P102416,2683,12/25/2015,9/24/2016
C902826,P103834,6402,3/11/2016,9/24/2016
C902827,P106351,16763,12/1/2015,9/24/2016
C902828,P102330,7266,8/11/2016,9/24/2016
C902829,P102309,706,2/22/2015,9/24/2016
C902830,P106757,3756,9/22/2016,9/24/2016
C902831,P106407,5447,8/24/2016,9/24/2016
C902832,P100703,1993,8/10/2016,9/25/2016
C902833,P101707,10528,5/28/2016,9/25/2016
C902834,P106594,1206,5/27/2016,9/25/2016
C902835,P106744,2987,2/14/2016,9/25/2016
C902836,P101064,6017,4/18/2016,9/25/2016
C902837,P104961,9152,10/9/2015,9/25/2016
C902838,P105092,3438,4/4/2016,9/25/2016
C902839,P102493,286,12/4/2015,9/25/2016
C902840,P103846,1601,7/19/2015,9/25/2016
C902841,P104595,1322,7/17/2016,9/25/2016
C902842,P102236,4878,9/15/2015,9/25/2016
C902843,P105812,900,7/31/2015,9/26/2016
C902844,P100623,5318,5/15/2016,9/26/2016
C902845,P103732,2726,11/15/2014,9/26/2016
C902846,P106387,41670,6/30/2016,9/26/2016
C902847,P102700,2230,8/13/2016,9/26/2016
C902848,P105217,5176,8/3/2015,9/27/2016
C902849,P102552,3562,4/10/2015,9/27/2016
C902850,P101002,1190,1/27/2016,9/27/2016
C902851,P100989,3054,8/13/2015,9/27/2016
C902852,P102407,1699,1/11/2016,9/27/2016
C902853,P105261,1655,4/13/2016,9/28/2016
C902854,P100094,452,8/22/2016,9/29/2016
C902855,P102509,7581,7/31/2015,9/29/2016
C902856,P105754,489,8/26/2016,9/29/2016
C902857,P101613,632,1/6/2015,9/29/2016
C902858,P100116,894,3/28/2016,9/29/2016
C902859,P100355,2706,2/9/2016,9/29/2016
C902860,P103778,1164,4/8/2016,9/30/2016
C902861,P100984,3074,3/24/2015,9/30/2016
C902862,P100716,1571,3/13/2016,10/1/2016
C902863,P102979,535,10/31/2015,10/1/2016
C902864,P102520,8745,11/24/2015,10/1/2016
C902865,P103953,810,7/3/2016,10/1/2016
C902866,P105268,2857,7/22/2016,10/2/2016
C902867,P104322,5614,5/21/2016,10/2/2016
C902868,P102914,9863,6/28/2015,10/2/2016
C902869,P103150,1391,9/19/2015,10/2/2016
C902870,P100078,864,10/6/2015,10/3/2016
C902871,P100355,4493,10/26/2015,10/3/2016
C902872,P104361,917,4/28/2016,10/3/2016
C902873,P105424,5384,9/21/2016,10/3/2016
C902874,P103452,2330,11/21/2015,10/3/2016
C902875,P102174,22860,4/17/2016,10/3/2016
C902876,P104796,981,11/20/2015,10/3/2016
C902877,P105239,1518,4/4/2016,10/3/2016
C902878,P100188,3882,9/20/2014,10/3/2016
C902879,P100720,2595,3/13/2016,10/3/2016
C902880,P103843,998,7/27/2016,10/4/2016
C902881,P100901,1101,2/2/2015,10/4/2016
C902882,P103710,1109,9/24/2016,10/4/2016
C902883,P105422,14944,8/25/2016,10/4/2016
C902884,P103145,9849,2/13/2016,10/5/2016
C902885,P104433,2214,3/23/2015,10/5/2016
C902886,P107226,23523,5/30/2016,10/5/2016
C902887,P100906,1530,5/16/2015,10/6/2016
C902888,P100510,1650,3/11/2015,10/6/2016
C902889,P101088,4639,9/24/2014,10/6/2016
C902890,P102548,6787,1/18/2016,10/6/2016
C902891,P104551,6216,12/2/2015,10/6/2016
C902892,P103481,2758,5/22/2016,10/7/2016
C902893,P102503,828,6/22/2016,10/8/2016
C902894,P102251,5376,7/10/2016,10/8/2016
C902895,P104821,2974,8/11/2015,10/9/2016
C902896,P105937,5562,10/31/2015,10/9/2016
C902897,P100636,9705,1/20/2016,10/9/2016
C902898,P107574,2325,7/29/2016,10/9/2016
C902899,P104090,5781,8/21/2015,10/9/2016
C902900,P106795,7017,8/13/2016,10/9/2016
C902901,P103528,5708,6/15/2016,10/9/2016
C902902,P102148,6975,2/24/2016,10/9/2016
C902903,P103433,3994,7/2/2016,10/9/2016
C902904,P105815,9679,8/19/2015,10/9/2016
C902905,P103513,150,12/12/2015,10/10/2016
C902906,P106587,2289,5/19/2016,10/10/2016
C902907,P105107,127,8/25/2015,10/10/2016
C902908,P101569,564,6/30/2016,10/10/2016
C902909,P101637,20709,11/29/2015,10/10/2016
C902910,P102398,5474,10/28/2015,10/10/2016
C902911,P101959,697,6/18/2015,10/10/2016
C902912,P104448,257,3/21/2015,10/10/2016
C902913,P104766,6929,3/24/2016,10/10/2016
C902914,P102864,661,11/17/2015,10/10/2016
C902915,P105826,410,7/23/2016,10/11/2016
C902916,P102316,1419,3/19/2016,10/12/2016
C902917,P103111,27404,8/6/2016,10/12/2016
C902918,P101583,6755,11/11/2014,10/12/2016
C902919,P105743,633,11/3/2015,10/12/2016
C902920,P103075,370,8/27/2016,10/13/2016
C902921,P101395,11362,2/26/2016,10/13/2016
C902922,P106723,1294,9/5/2016,10/13/2016
C902923,P105869,5019,8/3/2016,10/13/2016
C902924,P100328,8565,1/17/2016,10/13/2016
C902925,P104321,5839,4/12/2015,10/14/2016
C902926,P101663,387,7/12/2016,10/14/2016
C902927,P102160,4702,4/27/2016,10/14/2016
C902928,P106238,783,2/4/2016,10/14/2016
C902929,P104299,7316,8/3/2016,10/14/2016
C902930,P100921,14294,4/25/2014,10/14/2016
C902931,P102690,4039,6/20/2015,10/15/2016
C902932,P105867,207,7/15/2016,10/15/2016
C902933,P100255,2132,2/23/2015,10/15/2016
C902934,P100198,886,1/24/2016,10/15/2016
C902935,P102036,2822,10/9/2016,10/15/2016
C902936,P101151,371,7/9/2015,10/15/2016
C902937,P102861,3931,8/25/2015,10/15/2016
C902938,P101200,2374,3/23/2016,10/15/2016
C902939,P100668,47,11/19/2014,10/15/2016
C902940,P105405,2684,9/17/2016,10/15/2016
C902941,P101536,5736,7/9/2015,10/15/2016
C902942,P105609,132,9/25/2016,10/15/2016
C902943,P105170,3387,10/4/2016,10/16/2016
C902944,P103049,6525,7/11/2016,10/16/2016
C902945,P104380,3370,7/26/2016,10/16/2016
C902946,P101176,4865,7/12/2015,10/17/2016
C902947,P102471,1265,8/19/2015,10/17/2016
C902948,P101784,517,8/11/2016,10/17/2016
C902949,P103960,5592,12/31/2015,10/17/2016
C902950,P108135,4003,10/7/2016,10/18/2016
C902951,P104665,61,5/3/2016,10/18/2016
C902952,P103830,9446,7/3/2016,10/18/2016
C902953,P101285,5470,2/15/2016,10/18/2016
C902954,P104180,4858,7/17/2016,10/18/2016
C902955,P105351,1668,12/23/2015,10/18/2016
C902956,P106535,1114,2/15/2016,10/18/2016
C902957,P103803,5955,8/10/2016,10/19/2016
C902958,P103968,5674,11/8/2014,10/19/2016
C902959,P107216,2124,9/24/2016,10/19/2016
C902960,P105058,1337,8/15/2016,10/19/2016
C902961,P103092,92,2/12/2015,10/19/2016
C902962,P107644,420,8/25/2016,10/19/2016
C902963,P104482,4994,9/12/2016,10/20/2016
C902964,P106076,5838,5/2/2016,10/20/2016
C902965,P101637,20083,5/22/2016,10/21/2016
C902966,P102284,9824,10/12/2016,10/21/2016
