PolicyNumber,PolicyStartDate,DrivingFrequency,County
P102542,7/13/2014,Medium,Orange
P102543,7/13/2014,Low,Ventura
P102544,7/13/2014,Medium,San Bernadino
P102545,7/13/2014,Low,Ventura
P102546,7/13/2014,High,Los Angeles
P102547,7/14/2014,High,Los Angeles
P102548,7/14/2014,High,San Bernadino
P102549,7/14/2014,Low,Ventura
P102550,7/14/2014,Low,San Bernadino
P102551,7/14/2014,Low,Ventura
P102552,7/14/2014,Low,San Bernadino
P102553,7/14/2014,High,San Bernadino
P102554,7/14/2014,Medium,Orange
P102555,7/14/2014,Low,Orange
P102556,7/14/2014,Low,Ventura
P102557,7/14/2014,Low,Los Angeles
P102558,7/14/2014,High,San Bernadino
P102559,7/14/2014,Medium,Los Angeles
P102560,7/14/2014,Low,Los Angeles
P102561,7/15/2014,High,Orange
P102562,7/15/2014,High,Ventura
P102563,7/15/2014,High,Orange
P102564,7/15/2014,High,Riverside
P102565,7/15/2014,Low,San Bernadino
P102566,7/15/2014,Low,San Bernadino
P102567,7/15/2014,High,Riverside
P102568,7/15/2014,Medium,San Bernadino
P102569,7/15/2014,High,Orange
P102570,7/15/2014,Low,San Bernadino
P102571,7/15/2014,Low,Los Angeles
P102572,7/15/2014,Medium,San Bernadino
P102573,7/15/2014,High,San Bernadino
P102574,7/15/2014,Medium,Los Angeles
P102575,7/15/2014,Low,San Bernadino
P102576,7/15/2014,Low,Riverside
P102577,7/15/2014,Low,Orange
P102578,7/15/2014,Medium,Ventura
P102579,7/15/2014,Medium,Los Angeles
P102580,7/15/2014,High,Ventura
P102581,7/15/2014,Low,Los Angeles
P102582,7/15/2014,High,Ventura
P102583,7/15/2014,High,San Bernadino
P102584,7/16/2014,High,San Bernadino
P102585,7/16/2014,High,Los Angeles
P102586,7/16/2014,Low,Los Angeles
P102587,7/16/2014,Low,Orange
P102588,7/16/2014,Low,Orange
P102589,7/16/2014,Medium,Riverside
P102590,7/16/2014,High,Orange
P102591,7/16/2014,Medium,Riverside
P102592,7/16/2014,Low,San Bernadino
P102593,7/16/2014,High,Ventura
P102594,7/16/2014,Medium,Los Angeles
P102595,7/17/2014,Low,Los Angeles
P102596,7/17/2014,Medium,Riverside
P102597,7/17/2014,Medium,San Bernadino
P102598,7/17/2014,High,Ventura
P102599,7/17/2014,High,Ventura
P102600,7/17/2014,High,San Bernadino
P102601,7/17/2014,Low,Los Angeles
P102602,7/17/2014,High,Ventura
P102603,7/17/2014,Low,Ventura
P102604,7/17/2014,Low,Los Angeles
P102605,7/17/2014,Medium,Los Angeles
P102606,7/18/2014,Low,San Bernadino
P102607,7/18/2014,Low,Los Angeles
P102608,7/18/2014,High,Riverside
P102609,7/18/2014,Medium,Ventura
P102610,7/18/2014,Medium,Orange
P102611,7/18/2014,Medium,Los Angeles
P102612,7/18/2014,Low,Ventura
P102613,7/19/2014,High,Orange
P102614,7/19/2014,High,Ventura
P102615,7/19/2014,High,Riverside
P102616,7/19/2014,High,Ventura
P102617,7/19/2014,High,Ventura
P102618,7/19/2014,Medium,Orange
P102619,7/19/2014,Low,San Bernadino
P102620,7/19/2014,High,Riverside
P102621,7/19/2014,High,Orange
P102622,7/19/2014,Medium,San Bernadino
P102623,7/19/2014,Medium,Riverside
P102624,7/19/2014,Medium,San Bernadino
P102625,7/19/2014,Medium,Los Angeles
P102626,7/19/2014,High,Ventura
P102627,7/19/2014,Low,Riverside
P102628,7/19/2014,High,Riverside
P102629,7/20/2014,High,Ventura
P102630,7/20/2014,Medium,Riverside
P102631,7/20/2014,High,San Bernadino
P102632,7/20/2014,High,Riverside
P102633,7/20/2014,Low,Riverside
P102634,7/20/2014,Medium,Orange
P102635,7/20/2014,High,Riverside
P102636,7/20/2014,High,Orange
P102637,7/20/2014,High,Ventura
P102638,7/20/2014,Medium,Ventura
P102639,7/20/2014,Low,Los Angeles
P102640,7/20/2014,Medium,Los Angeles
P102641,7/21/2014,Low,Ventura
P102642,7/21/2014,High,San Bernadino
P102643,7/21/2014,High,San Bernadino
P102644,7/21/2014,Medium,Ventura
P102645,7/21/2014,Low,Ventura
P102646,7/21/2014,Medium,Ventura
P102647,7/21/2014,High,Orange
P102648,7/21/2014,High,Los Angeles
P102649,7/22/2014,Low,San Bernadino
P102650,7/22/2014,Low,Riverside
P102651,7/22/2014,Medium,Riverside
P102652,7/22/2014,High,Ventura
P102653,7/22/2014,Medium,Ventura
P102654,7/22/2014,High,Los Angeles
P102655,7/22/2014,Medium,Ventura
P102656,7/22/2014,High,Ventura
P102657,7/22/2014,High,Los Angeles
P102658,7/22/2014,Low,San Bernadino
P102659,7/22/2014,High,Los Angeles
P102660,7/22/2014,Low,Ventura
P102661,7/22/2014,Medium,Riverside
P102662,7/22/2014,Medium,Riverside
P102663,7/23/2014,Medium,Los Angeles
P102664,7/23/2014,Low,Ventura
P102665,7/23/2014,Medium,Los Angeles
P102666,7/23/2014,High,Los Angeles
P102667,7/23/2014,Low,Riverside
P102668,7/23/2014,High,Los Angeles
P102669,7/23/2014,Low,Los Angeles
P102670,7/23/2014,Medium,San Bernadino
P102671,7/23/2014,Medium,Los Angeles
P102672,7/23/2014,Medium,Orange
P102673,7/23/2014,High,Ventura
P102674,7/23/2014,High,San Bernadino
P102675,7/24/2014,Low,Ventura
P102676,7/24/2014,High,San Bernadino
P102677,7/24/2014,Medium,Ventura
P102678,7/24/2014,Medium,San Bernadino
P102679,7/24/2014,High,San Bernadino
P102680,7/24/2014,Medium,Los Angeles
P102681,7/24/2014,Low,Orange
P102682,7/24/2014,Low,San Bernadino
P102683,7/24/2014,Medium,Riverside
P102684,7/24/2014,Medium,San Bernadino
P102685,7/24/2014,Medium,Riverside
P102686,7/24/2014,High,Ventura
P102687,7/24/2014,Low,Riverside
P102688,7/24/2014,High,Los Angeles
P102689,7/24/2014,Low,Riverside
P102690,7/25/2014,High,Los Angeles
P102691,7/25/2014,High,San Bernadino
P102692,7/25/2014,Low,Los Angeles
P102693,7/25/2014,Medium,Ventura
P102694,7/25/2014,Medium,Orange
P102695,7/25/2014,Medium,Orange
P102696,7/25/2014,Low,Los Angeles
P102697,7/25/2014,Medium,San Bernadino
P102698,7/25/2014,Medium,Los Angeles
P102699,7/25/2014,High,Ventura
P102700,7/25/2014,Medium,Riverside
P102701,7/25/2014,Medium,Ventura
P102702,7/25/2014,Medium,Riverside
P102703,7/25/2014,Medium,Los Angeles
P102704,7/25/2014,Medium,Ventura
P102705,7/25/2014,Medium,San Bernadino
P102706,7/25/2014,Medium,Orange
P102707,7/25/2014,Medium,Riverside
P102708,7/26/2014,High,Los Angeles
P102709,7/26/2014,High,Los Angeles
P102710,7/26/2014,Medium,Los Angeles
P102711,7/26/2014,Medium,Riverside
P102712,7/26/2014,High,Riverside
P102713,7/26/2014,High,Ventura
P102714,7/26/2014,Medium,Ventura
P102715,7/26/2014,Low,Riverside
P102716,7/26/2014,High,Ventura
P102717,7/27/2014,Medium,Riverside
P102718,7/27/2014,Medium,San Bernadino
P102719,7/27/2014,Low,Los Angeles
P102720,7/27/2014,Low,Los Angeles
P102721,7/27/2014,Low,Los Angeles
P102722,7/27/2014,Low,Los Angeles
P102723,7/27/2014,Low,Ventura
P102724,7/27/2014,Medium,Riverside
P102725,7/27/2014,Low,Orange
P102726,7/27/2014,High,Ventura
P102727,7/27/2014,High,Riverside
P102728,7/27/2014,Medium,Orange
P102729,7/27/2014,High,Los Angeles
P102730,7/27/2014,High,Los Angeles
P102731,7/27/2014,High,Riverside
P102732,7/27/2014,High,Riverside
P102733,7/28/2014,Medium,Los Angeles
P102734,7/28/2014,Low,Los Angeles
P102735,7/28/2014,High,Riverside
P102736,7/28/2014,High,Orange
P102737,7/28/2014,High,Orange
P102738,7/28/2014,High,Ventura
P102739,7/28/2014,Low,San Bernadino
P102740,7/28/2014,Low,Riverside
P102741,7/28/2014,High,San Bernadino
P102742,7/28/2014,Low,Los Angeles
P102743,7/28/2014,Low,San Bernadino
P102744,7/28/2014,High,Orange
P102745,7/29/2014,Low,Riverside
P102746,7/29/2014,High,Los Angeles
P102747,7/29/2014,Low,Riverside
P102748,7/29/2014,Medium,Ventura
P102749,7/29/2014,Low,Los Angeles
P102750,7/29/2014,Medium,Los Angeles
P102751,7/29/2014,High,San Bernadino
P102752,7/29/2014,Low,Los Angeles
P102753,7/29/2014,High,Riverside
P102754,7/29/2014,High,San Bernadino
P102755,7/29/2014,High,Ventura
P102756,7/29/2014,Low,Los Angeles
P102757,7/29/2014,High,Los Angeles
P102758,7/30/2014,Low,San Bernadino
P102759,7/30/2014,Medium,Los Angeles
P102760,7/30/2014,Low,San Bernadino
P102761,7/30/2014,High,San Bernadino
P102762,7/30/2014,High,San Bernadino
P102763,7/30/2014,Medium,Los Angeles
P102764,7/30/2014,High,Ventura
P102765,7/30/2014,High,Los Angeles
P102766,7/30/2014,High,Orange
P102767,7/30/2014,High,Los Angeles
P102768,7/31/2014,Medium,San Bernadino
P102769,7/31/2014,High,Riverside
P102770,7/31/2014,High,San Bernadino
P102771,7/31/2014,Medium,Ventura
P102772,7/31/2014,High,San Bernadino
P102773,7/31/2014,High,Los Angeles
P102774,7/31/2014,High,Ventura
P102775,7/31/2014,Medium,Ventura
P102776,7/31/2014,Low,Riverside
P102777,7/31/2014,Low,San Bernadino
P102778,7/31/2014,Medium,Ventura
P102779,7/31/2014,Medium,San Bernadino
P102780,7/31/2014,Medium,Orange
P102781,7/31/2014,High,Los Angeles
P102782,7/31/2014,High,Los Angeles
P102783,7/31/2014,High,Orange
P102784,7/31/2014,Medium,San Bernadino
P102785,7/31/2014,High,San Bernadino
P102786,8/1/2014,Medium,San Bernadino
P102787,8/1/2014,Medium,Los Angeles
P102788,8/1/2014,Medium,San Bernadino
P102789,8/1/2014,Medium,Ventura
P102790,8/1/2014,Medium,San Bernadino
P102791,8/1/2014,Low,Los Angeles
P102792,8/1/2014,Medium,Riverside
P102793,8/1/2014,High,San Bernadino
P102794,8/1/2014,High,Los Angeles
P102795,8/1/2014,High,San Bernadino
P102796,8/1/2014,High,San Bernadino
P102797,8/1/2014,Low,San Bernadino
P102798,8/1/2014,High,Ventura
P102799,8/1/2014,Medium,Ventura
P102800,8/2/2014,Low,Orange
P102801,8/2/2014,High,Ventura
P102802,8/2/2014,Low,Riverside
P102803,8/2/2014,High,Los Angeles
P102804,8/2/2014,Medium,San Bernadino
P102805,8/2/2014,High,Los Angeles
P102806,8/2/2014,High,Ventura
P102807,8/2/2014,Low,Orange
P102808,8/2/2014,High,Ventura
P102809,8/2/2014,Low,Los Angeles
P102810,8/2/2014,Low,San Bernadino
P102811,8/2/2014,Low,Riverside
P102812,8/3/2014,High,Los Angeles
P102813,8/3/2014,Medium,Ventura
P102814,8/3/2014,High,Riverside
P102815,8/3/2014,Medium,Los Angeles
P102816,8/3/2014,High,San Bernadino
P102817,8/3/2014,Low,Orange
P102818,8/3/2014,High,Ventura
P102819,8/3/2014,High,Los Angeles
P102820,8/3/2014,Medium,Los Angeles
P102821,8/4/2014,Medium,Riverside
P102822,8/4/2014,Low,Los Angeles
P102823,8/4/2014,Low,Los Angeles
P102824,8/4/2014,High,Ventura
P102825,8/4/2014,Low,San Bernadino
P102826,8/4/2014,Medium,Los Angeles
P102827,8/4/2014,High,Los Angeles
P102828,8/4/2014,High,Los Angeles
P102829,8/4/2014,Low,San Bernadino
P102830,8/4/2014,High,Los Angeles
P102831,8/4/2014,High,Riverside
P102832,8/4/2014,High,San Bernadino
P102833,8/4/2014,High,Riverside
P102834,8/4/2014,Low,Orange
P102835,8/4/2014,Medium,Riverside
P102836,8/5/2014,High,Riverside
P102837,8/5/2014,High,Ventura
P102838,8/5/2014,Low,Riverside
P102839,8/5/2014,Low,San Bernadino
P102840,8/5/2014,High,Riverside
P102841,8/5/2014,Medium,Riverside
P102842,8/5/2014,High,Ventura
P102843,8/5/2014,Medium,San Bernadino
P102844,8/5/2014,High,Ventura
P102845,8/5/2014,Medium,Orange
P102846,8/5/2014,Medium,Orange
P102847,8/5/2014,High,Los Angeles
P102848,8/5/2014,Low,Riverside
P102849,8/6/2014,Low,Ventura
P102850,8/6/2014,Medium,Orange
P102851,8/6/2014,Low,Orange
P102852,8/6/2014,High,Los Angeles
P102853,8/6/2014,Medium,Orange
P102854,8/6/2014,Low,Los Angeles
P102855,8/6/2014,High,San Bernadino
P102856,8/6/2014,High,Ventura
P102857,8/6/2014,Medium,Riverside
P102858,8/6/2014,Medium,Los Angeles
P102859,8/7/2014,Low,San Bernadino
P102860,8/7/2014,Low,Ventura
P102861,8/7/2014,Low,Los Angeles
P102862,8/7/2014,High,San Bernadino
P102863,8/7/2014,High,Ventura
P102864,8/7/2014,Low,San Bernadino
P102865,8/7/2014,Low,Orange
P102866,8/7/2014,Medium,San Bernadino
P102867,8/7/2014,Medium,San Bernadino
P102868,8/7/2014,Low,San Bernadino
P102869,8/7/2014,High,Los Angeles
P102870,8/7/2014,High,Riverside
P102871,8/7/2014,Low,Los Angeles
P102872,8/7/2014,Low,Riverside
P102873,8/7/2014,Low,San Bernadino
P102874,8/7/2014,Medium,Orange
P102875,8/8/2014,Low,Ventura
P102876,8/8/2014,Low,San Bernadino
P102877,8/8/2014,Medium,Ventura
P102878,8/8/2014,Low,Riverside
P102879,8/8/2014,Low,Los Angeles
P102880,8/8/2014,High,Ventura
P102881,8/8/2014,High,Los Angeles
P102882,8/8/2014,Low,Los Angeles
P102883,8/8/2014,High,Riverside
P102884,8/8/2014,Low,Los Angeles
P102885,8/8/2014,Low,Orange
P102886,8/8/2014,Low,Los Angeles
P102887,8/8/2014,High,Riverside
P102888,8/9/2014,Medium,Riverside
P102889,8/9/2014,Low,Riverside
P102890,8/9/2014,High,San Bernadino
P102891,8/9/2014,Medium,Ventura
P102892,8/9/2014,Medium,Riverside
P102893,8/9/2014,Low,San Bernadino
P102894,8/9/2014,Low,Ventura
P102895,8/9/2014,Low,Los Angeles
P102896,8/9/2014,Medium,Los Angeles
P102897,8/9/2014,High,Ventura
P102898,8/9/2014,High,Riverside
P102899,8/10/2014,High,Riverside
P102900,8/10/2014,Medium,Riverside
P102901,8/10/2014,High,Los Angeles
P102902,8/10/2014,Low,Los Angeles
P102903,8/10/2014,Low,San Bernadino
P102904,8/10/2014,Low,Orange
P102905,8/10/2014,High,Los Angeles
P102906,8/10/2014,High,Ventura
P102907,8/10/2014,High,Los Angeles
P102908,8/10/2014,Medium,Ventura
P102909,8/10/2014,High,Los Angeles
P102910,8/10/2014,Medium,Riverside
P102911,8/11/2014,Medium,San Bernadino
P102912,8/11/2014,Low,Los Angeles
P102913,8/11/2014,Medium,Riverside
P102914,8/11/2014,High,Los Angeles
P102915,8/11/2014,Low,San Bernadino
P102916,8/11/2014,Low,Orange
P102917,8/11/2014,Low,Ventura
P102918,8/11/2014,Medium,Los Angeles
P102919,8/11/2014,High,Ventura
P102920,8/11/2014,Medium,Orange
P102921,8/11/2014,Medium,Riverside
P102922,8/12/2014,Medium,Los Angeles
P102923,8/12/2014,High,Orange
P102924,8/12/2014,High,Orange
P102925,8/12/2014,Medium,Ventura
P102926,8/12/2014,High,Ventura
P102927,8/12/2014,Medium,Riverside
P102928,8/12/2014,High,Riverside
P102929,8/12/2014,Medium,Los Angeles
P102930,8/12/2014,Medium,Orange
P102931,8/12/2014,High,Ventura
P102932,8/12/2014,Low,Ventura
P102933,8/12/2014,Medium,Los Angeles
P102934,8/12/2014,Low,Riverside
P102935,8/12/2014,High,Los Angeles
P102936,8/12/2014,Medium,San Bernadino
P102937,8/12/2014,Medium,Riverside
P102938,8/13/2014,High,San Bernadino
P102939,8/13/2014,Medium,Los Angeles
P102940,8/13/2014,Low,San Bernadino
P102941,8/13/2014,Medium,Orange
P102942,8/13/2014,Medium,Riverside
P102943,8/13/2014,Low,Los Angeles
P102944,8/13/2014,High,Los Angeles
P102945,8/13/2014,High,Los Angeles
P102946,8/13/2014,Low,Riverside
P102947,8/13/2014,High,Riverside
P102948,8/13/2014,High,Orange
P102949,8/13/2014,Low,Orange
P102950,8/13/2014,High,Los Angeles
P102951,8/13/2014,Low,Riverside
P102952,8/13/2014,Low,Ventura
P102953,8/13/2014,Medium,Los Angeles
P102954,8/13/2014,Medium,Ventura
P102955,8/14/2014,Medium,San Bernadino
P102956,8/14/2014,Medium,San Bernadino
P102957,8/14/2014,Low,San Bernadino
P102958,8/14/2014,Medium,Ventura
P102959,8/14/2014,Medium,Ventura
P102960,8/14/2014,High,Ventura
P102961,8/14/2014,Medium,San Bernadino
P102962,8/14/2014,High,Ventura
P102963,8/14/2014,Medium,San Bernadino
P102964,8/14/2014,Low,Riverside
P102965,8/15/2014,High,Ventura
P102966,8/15/2014,Low,Ventura
P102967,8/15/2014,High,Los Angeles
P102968,8/15/2014,High,Los Angeles
P102969,8/15/2014,Medium,San Bernadino
P102970,8/15/2014,High,San Bernadino
P102971,8/15/2014,High,Ventura
P102972,8/15/2014,Medium,Riverside
P102973,8/15/2014,Medium,Los Angeles
P102974,8/15/2014,Medium,San Bernadino
P102975,8/15/2014,Medium,Los Angeles
P102976,8/15/2014,Low,Los Angeles
P102977,8/16/2014,High,Los Angeles
P102978,8/16/2014,Medium,Ventura
P102979,8/16/2014,High,Ventura
P102980,8/16/2014,Low,Orange
P102981,8/16/2014,High,Los Angeles
P102982,8/16/2014,High,Orange
P102983,8/16/2014,Medium,San Bernadino
P102984,8/16/2014,High,Riverside
P102985,8/16/2014,Medium,San Bernadino
P102986,8/16/2014,Medium,Los Angeles
P102987,8/16/2014,Low,San Bernadino
P102988,8/16/2014,High,Los Angeles
P102989,8/16/2014,Medium,San Bernadino
P102990,8/16/2014,Medium,Riverside
P102991,8/16/2014,Medium,Ventura
P102992,8/17/2014,High,Riverside
P102993,8/17/2014,Low,Orange
P102994,8/17/2014,Medium,Los Angeles
P102995,8/17/2014,Medium,San Bernadino
P102996,8/17/2014,Medium,San Bernadino
P102997,8/17/2014,Medium,San Bernadino
P102998,8/17/2014,Medium,Los Angeles
P102999,8/17/2014,Low,Los Angeles
P103000,8/17/2014,High,Los Angeles
P103001,8/17/2014,Medium,Ventura
P103002,8/18/2014,High,Los Angeles
P103003,8/18/2014,Medium,Los Angeles
P103004,8/18/2014,High,Los Angeles
P103005,8/18/2014,Medium,Riverside
P103006,8/18/2014,Medium,San Bernadino
P103007,8/18/2014,High,San Bernadino
P103008,8/18/2014,High,Los Angeles
P103009,8/18/2014,Low,San Bernadino
P103010,8/18/2014,Medium,Ventura
P103011,8/18/2014,Low,Los Angeles
P103012,8/18/2014,Medium,Riverside
P103013,8/18/2014,High,Los Angeles
P103014,8/19/2014,High,Los Angeles
P103015,8/19/2014,Low,Los Angeles
P103016,8/19/2014,High,Ventura
P103017,8/19/2014,Low,San Bernadino
P103018,8/19/2014,High,Los Angeles
P103019,8/19/2014,Medium,San Bernadino
P103020,8/19/2014,High,Riverside
P103021,8/19/2014,Low,Ventura
P103022,8/19/2014,High,Los Angeles
P103023,8/19/2014,Medium,Ventura
P103024,8/19/2014,Medium,Los Angeles
P103025,8/19/2014,High,Los Angeles
P103026,8/19/2014,Low,Orange
P103027,8/19/2014,Low,Los Angeles
P103028,8/19/2014,High,Los Angeles
P103029,8/19/2014,Low,Los Angeles
P103030,8/19/2014,High,Ventura
P103031,8/20/2014,Low,Ventura
P103032,8/20/2014,Medium,San Bernadino
P103033,8/20/2014,Medium,Los Angeles
P103034,8/20/2014,Medium,Los Angeles
P103035,8/20/2014,High,Riverside
P103036,8/20/2014,Low,San Bernadino
P103037,8/20/2014,Medium,Los Angeles
P103038,8/20/2014,Medium,San Bernadino
P103039,8/20/2014,Low,Los Angeles
P103040,8/20/2014,High,Ventura
P103041,8/20/2014,Medium,Los Angeles
P103042,8/20/2014,Low,Los Angeles
P103043,8/20/2014,High,Riverside
P103044,8/21/2014,Low,Riverside
P103045,8/21/2014,Medium,Riverside
P103046,8/21/2014,Low,San Bernadino
P103047,8/21/2014,Medium,Los Angeles
P103048,8/21/2014,High,Riverside
P103049,8/21/2014,Low,Riverside
P103050,8/21/2014,Low,San Bernadino
P103051,8/21/2014,High,San Bernadino
P103052,8/21/2014,High,Riverside
P103053,8/21/2014,Medium,Los Angeles
P103054,8/22/2014,High,San Bernadino
P103055,8/22/2014,Low,San Bernadino
P103056,8/22/2014,Low,Los Angeles
P103057,8/22/2014,High,Los Angeles
P103058,8/22/2014,Low,Ventura
P103059,8/22/2014,Low,Los Angeles
P103060,8/22/2014,Low,Los Angeles
P103061,8/22/2014,Medium,Orange
P103062,8/22/2014,Medium,San Bernadino
P103063,8/22/2014,High,Los Angeles
P103064,8/22/2014,High,Ventura
P103065,8/22/2014,High,Los Angeles
P103066,8/22/2014,Low,San Bernadino
P103067,8/22/2014,Low,Riverside
P103068,8/22/2014,Medium,Riverside
P103069,8/22/2014,Low,Los Angeles
P103070,8/22/2014,Medium,San Bernadino
P103071,8/22/2014,High,Ventura
P103072,8/23/2014,Medium,San Bernadino
P103073,8/23/2014,Low,Riverside
P103074,8/23/2014,Low,Riverside
P103075,8/23/2014,Low,Ventura
P103076,8/23/2014,Low,San Bernadino
P103077,8/23/2014,Low,Los Angeles
P103078,8/23/2014,High,Los Angeles
P103079,8/23/2014,Medium,Ventura
P103080,8/23/2014,High,Los Angeles
P103081,8/23/2014,Low,Orange
P103082,8/23/2014,Medium,Riverside
P103083,8/23/2014,High,Ventura
P103084,8/23/2014,High,Riverside
P103085,8/23/2014,High,Los Angeles
P103086,8/23/2014,High,Riverside
P103087,8/23/2014,Low,Orange
P103088,8/23/2014,High,San Bernadino
P103089,8/23/2014,Medium,Los Angeles
P103090,8/24/2014,Medium,San Bernadino
P103091,8/24/2014,Low,Orange
P103092,8/24/2014,High,Orange
P103093,8/24/2014,High,Los Angeles
P103094,8/24/2014,Medium,Ventura
P103095,8/24/2014,Medium,Los Angeles
P103096,8/24/2014,Low,Ventura
P103097,8/24/2014,High,Ventura
P103098,8/24/2014,Medium,Orange
P103099,8/24/2014,Low,Orange
P103100,8/24/2014,Medium,Ventura
P103101,8/24/2014,High,Los Angeles
P103102,8/24/2014,High,San Bernadino
P103103,8/24/2014,High,Ventura
P103104,8/24/2014,Low,Los Angeles
P103105,8/24/2014,Low,Ventura
P103106,8/25/2014,Low,Orange
P103107,8/25/2014,Medium,Los Angeles
P103108,8/25/2014,Low,Los Angeles
P103109,8/25/2014,High,Los Angeles
P103110,8/25/2014,Low,San Bernadino
P103111,8/25/2014,High,Los Angeles
P103112,8/25/2014,Medium,Los Angeles
P103113,8/25/2014,High,Riverside
P103114,8/25/2014,High,San Bernadino
P103115,8/25/2014,Medium,Los Angeles
P103116,8/25/2014,Medium,Ventura
P103117,8/26/2014,Medium,Los Angeles
P103118,8/26/2014,Medium,Ventura
P103119,8/26/2014,Medium,Los Angeles
P103120,8/26/2014,High,Los Angeles
P103121,8/26/2014,High,Los Angeles
P103122,8/26/2014,Medium,Riverside
P103123,8/27/2014,Medium,Los Angeles
P103124,8/27/2014,Medium,Los Angeles
P103125,8/27/2014,High,Riverside
P103126,8/27/2014,Medium,Riverside
P103127,8/27/2014,High,Orange
P103128,8/27/2014,Low,Los Angeles
P103129,8/27/2014,Medium,Ventura
P103130,8/27/2014,High,Orange
P103131,8/27/2014,High,Riverside
P103132,8/27/2014,Low,Orange
P103133,8/27/2014,Medium,San Bernadino
P103134,8/28/2014,Medium,Ventura
P103135,8/28/2014,Medium,Los Angeles
P103136,8/28/2014,High,Los Angeles
P103137,8/28/2014,Low,Ventura
P103138,8/28/2014,Low,San Bernadino
P103139,8/28/2014,Low,Ventura
P103140,8/28/2014,High,Riverside
P103141,8/28/2014,High,Riverside
P103142,8/28/2014,High,Los Angeles
P103143,8/28/2014,Low,Los Angeles
P103144,8/28/2014,Low,Ventura
P103145,8/29/2014,High,Riverside
P103146,8/29/2014,Low,Ventura
P103147,8/29/2014,Medium,Ventura
P103148,8/29/2014,Medium,San Bernadino
P103149,8/29/2014,High,San Bernadino
P103150,8/29/2014,Medium,Riverside
P103151,8/29/2014,High,Riverside
P103152,8/29/2014,High,Ventura
P103153,8/29/2014,High,Ventura
P103154,8/29/2014,Medium,San Bernadino
P103155,8/29/2014,High,Los Angeles
P103156,8/29/2014,Low,San Bernadino
P103157,8/29/2014,High,Ventura
P103158,8/29/2014,Low,Los Angeles
P103159,8/29/2014,Medium,Ventura
P103160,8/29/2014,High,Orange
P103161,8/29/2014,High,Riverside
P103162,8/30/2014,Medium,Los Angeles
P103163,8/30/2014,Medium,Riverside
P103164,8/30/2014,Low,Los Angeles
P103165,8/30/2014,Medium,San Bernadino
P103166,8/30/2014,Low,Los Angeles
P103167,8/30/2014,Low,Los Angeles
P103168,8/30/2014,High,Ventura
P103169,8/30/2014,Medium,Riverside
P103170,8/30/2014,High,Orange
P103171,8/30/2014,High,Los Angeles
